Week Ending,Federal Provider Number,Provider Name,Provider State,Submitted Data,Passed Quality Assurance Check,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Residents Hospitalizations with Confirmed COVID-19,Residents Hospitalizations with Confirmed COVID-19 and Up to Date with Vaccines,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,"Number of Residents who are Up to Date on COVID-19 Vaccinations, 14 Days or More Before Positive Test",Number of Residents Staying in this Facility for At Least 1 Day This Week,Number of Residents Staying in this Facility for At Least 1 Day This Week Up to Date with COVID-19 Vaccines,Recent Percentage of Current Residents Up to Date with COVID-19 Vaccines,Number of All Healthcare Personnel Eligible to Work in this Facility for At Least 1 Day This Week,Number of Healthcare Personnel Eligible to Work in this Facility for At Least 1 Day This Week Up to Date with COVID-19 Vaccines,Recent Percentage of Current Healthcare Personnel Up to Date with COVID-19 Vaccines
01/05/2025,235519,King Nursing & Rehabilitation Community,MI,Yes,Yes,24,142,0,13,0,0,0,116,0,43,31,72.093,69,15,21.739
01/05/2025,235521,The Orchards At Wayne,MI,Yes,Yes,3,123,0,8,0,0,0,70,0,109,18,16.514,134,0,0
01/05/2025,235523,Oakland Nursing Center,MI,Yes,Yes,0,37,0,0,0,0,0,66,0,12,4,33.333,126,5,3.968
01/05/2025,235525,Heritage Nursing And Rehabilitation Community,MI,Yes,Yes,1,69,0,1,1,0,0,80,0,33,12,36.364,60,1,1.667
01/05/2025,235528,The Village Of East Harbor,MI,Yes,Yes,4,169,0,8,0,0,0,176,1,93,34,36.559,242,1,0.413
01/05/2025,235529,The Manor Of Novi,MI,Yes,Yes,0,160,0,6,0,0,0,135,0,111,11,9.91,146,4,2.74
01/05/2025,235532,Ashley Healthcare Center,MI,Yes,Yes,0,89,0,10,0,0,0,93,0,53,0,0,69,0,0
01/05/2025,235536,Pinnacle Care Of Battle Creek,MI,Yes,Yes,0,73,0,4,0,0,0,101,0,65,49,75.385,95,59,62.105
01/05/2025,235538,Mission Point Health Campus Of Jackson,MI,Yes,Yes,0,108,0,10,0,0,0,183,0,37,0,0,68,0,0
01/05/2025,235539,The Orchards At Northwest,MI,Yes,Yes,0,87,0,3,0,0,0,69,0,123,55,44.715,154,14,9.091
01/05/2025,235540,Holland Home Breton Rehabilitation & Living Centre,MI,Yes,Yes,0,52,0,4,0,0,0,71,0,43,29,67.442,198,5,2.525
01/05/2025,235541,The Lodge At Taylor,MI,Yes,Yes,0,47,0,73,0,0,0,103,0,94,43,45.745,140,1,0.714
01/05/2025,235542,Medilodge Of Westwood,MI,Yes,Yes,0,167,0,10,0,0,0,159,0,87,30,34.483,105,0,0
01/05/2025,235543,Lincoln Haven Nursing And Rehabilitation Community,MI,Yes,Yes,0,84,0,10,0,0,0,56,0,28,14,50,52,2,3.846
01/05/2025,235545,Regency At Whitmore Lake,MI,Yes,Yes,0,224,0,11,0,0,0,162,0,110,77,70,151,0,0
01/05/2025,235547,"Lakepointe Senior Care And Rehab Center, L L C",MI,Yes,Yes,0,142,0,21,0,0,0,164,0,120,72,60,188,0,0
01/05/2025,235548,"Inn At Freedom Village, The",MI,Yes,Yes,6,42,0,7,0,0,0,90,0,27,8,29.63,207,5,2.415
01/05/2025,235549,Roosevelt Park Nursing And Rehabilitation Communit,MI,Yes,Yes,0,62,0,7,0,0,0,91,0,32,20,62.5,74,1,1.351
01/05/2025,235550,Willowbrook Manor,MI,Yes,Yes,0,218,0,34,0,0,0,243,0,115,54,46.957,194,12,6.186
01/05/2025,235552,Mission Point Nsg & Phy Rehab Ctr Of Hancock,MI,Yes,Yes,0,109,0,9,0,0,0,156,0,38,27,71.053,64,0,0
01/05/2025,235553,Medilodge Of Rogers City,MI,Yes,Yes,5,159,0,19,0,0,0,151,1,70,32,45.714,124,0,0
01/05/2025,235554,Eastwood Nursing Center,MI,Yes,Yes,0,133,0,3,0,0,0,271,0,93,77,82.796,209,19,9.091
01/05/2025,235559,Pine Creek Manor Skilled Nursing & Rehab Center,MI,Yes,Yes,0,69,0,2,0,0,0,17,0,41,28,68.293,46,0,0
01/05/2025,235563,Medilodge Of Monroe,MI,Yes,Yes,0,205,0,17,0,0,0,161,0,99,43,43.434,147,0,0
01/05/2025,235565,Westgate Nursing & Rehab Community,MI,Yes,Yes,0,155,0,19,0,0,0,149,0,57,28,49.123,78,0,0
01/05/2025,235566,Medilodge Of Cheboygan,MI,Yes,Yes,0,180,0,27,0,0,0,159,0,69,24,34.783,96,2,2.083
01/05/2025,235567,Hillsdale Hospital Mcguire And Macritchie Ltcu,MI,Yes,Yes,5,53,0,6,0,0,0,74,0,38,11,28.947,102,10,9.804
01/05/2025,235569,Ovid Healthcare Center,MI,Yes,Yes,5,136,0,16,0,0,0,128,5,61,43,70.492,91,4,4.396
01/05/2025,235583,Medilodge Of Green View,MI,Yes,Yes,0,98,0,4,0,0,0,104,0,38,17,44.737,75,0,0
01/05/2025,235584,Argentine Care Center,MI,Yes,Yes,0,82,0,15,0,0,0,131,0,48,26,54.167,79,0,0
01/05/2025,235587,Fountain Bleu Health And Rehabilitation Center,MI,Yes,Yes,4,41,0,1,0,0,0,60,3,88,71,80.682,145,125,86.207
01/05/2025,235588,Maple Valley Nursing Home,MI,Yes,Yes,0,40,0,2,0,0,0,47,0,21,14,66.667,30,0,0
01/05/2025,235589,Lakeland Center (The),MI,Yes,Yes,0,106,0,1,0,0,0,161,0,69,42,60.87,138,12,8.696
01/05/2025,235595,Mission Point Nsg & Physical Rehab Ctr Of Detroit,MI,Yes,Yes,0,40,0,1,0,0,0,40,0,57,12,21.053,85,0,0
01/05/2025,235596,Mission Point Nsg & Phy Rehab Of Superior Woods,MI,Yes,Yes,0,156,0,11,0,0,0,121,0,80,43,53.75,105,0,0
01/05/2025,235598,Riveridge Rehabilitation And Healthcare Center,MI,Yes,Yes,0,171,0,17,0,0,0,139,0,137,0,0,100,0,0
01/05/2025,235599,Carriage House Nursing And Rehab,MI,Yes,Yes,1,199,0,12,0,0,0,100,1,99,44,44.444,183,6,3.279
01/05/2025,235600,Medilodge Of Montrose Inc,MI,Yes,Yes,0,150,0,1,0,0,0,139,0,105,1,0.952,289,0,0
01/05/2025,235602,Hazel I Findlay Country Manor,MI,Yes,Yes,3,153,0,9,0,0,0,207,1,96,46,47.917,192,7,3.646
01/05/2025,235605,Coventry House Inn,MI,Yes,Yes,0,38,0,53,0,0,0,82,0,28,8,28.571,82,12,14.634
01/05/2025,235609,The Orchards At Armada,MI,Yes,Yes,0,102,0,11,0,0,0,164,0,61,25,40.984,111,8,7.207
01/05/2025,235614,Covenant Village Of The Great Lakes,MI,Yes,Yes,0,74,0,2,0,0,0,51,0,28,11,39.286,133,0,0
01/05/2025,235615,Caretel Inns Of Brighton,MI,Yes,Yes,0,116,0,16,0,0,0,104,0,59,16,27.119,135,0,0
01/05/2025,235617,Regency Manor Nursing & Rehabilitation Center,MI,Yes,Yes,0,43,0,0,0,0,0,37,0,34,0,0,30,0,0
01/05/2025,235618,Optalis Health And Rehabilitation Of Canton,MI,Yes,Yes,0,258,0,10,0,0,0,186,0,96,35,36.458,142,142,100
01/05/2025,235621,Regency On The Lake - Fort Gratiot,MI,Yes,Yes,0,364,0,56,0,0,0,294,0,114,2,1.754,220,4,1.818
01/05/2025,235622,Qualicare Nursing Home,MI,Yes,Yes,19,92,0,0,0,0,0,87,0,88,1,1.136,118,0,0
01/05/2025,235623,"Royalton Manor, L L C",MI,Yes,Yes,17,196,0,19,0,0,0,150,3,97,36,37.113,112,6,5.357
01/05/2025,235626,Optalis Health And Rehabilitation Of Troy,MI,Yes,Yes,0,191,0,0,0,0,0,174,0,78,27,34.615,160,60,37.5
01/05/2025,235630,Medilodge Of Wyoming,MI,Yes,Yes,0,154,0,17,0,0,0,165,0,77,33,42.857,105,9,8.571
01/05/2025,235632,The Orchards At Samaritan,MI,Yes,Yes,0,122,0,37,0,0,0,65,0,113,64,56.637,120,18,15
01/05/2025,235633,Beacon Hill At Eastgate,MI,Yes,Yes,0,19,0,1,0,0,0,77,0,28,16,57.143,166,1,0.602
01/05/2025,235636,Laurels Of Carson City,MI,Yes,Yes,5,147,0,4,0,0,0,176,1,75,31,41.333,121,2,1.653
01/05/2025,235638,Medilodge Of Holland,MI,Yes,Yes,0,171,0,24,0,0,0,203,0,73,20,27.397,128,0,0
01/05/2025,235644,Hickory Ridge Of Temperance,MI,Yes,Yes,2,113,0,5,0,0,0,144,0,82,44,53.659,140,12,8.571
01/05/2025,235647,Medilodge Of Okemos,MI,Yes,Yes,0,155,0,5,0,0,0,167,0,95,48,50.526,178,0,0
01/05/2025,235648,Ihm Senior Living Community,MI,Yes,Yes,0,75,0,9,0,0,0,242,0,54,38,70.37,166,8,4.819
01/05/2025,235649,Valley Health Center,MI,Yes,Yes,0,6,0,0,0,0,0,46,0,19,15,78.947,42,5,11.905
01/05/2025,235652,The Timbers Of Cass County,MI,Yes,Yes,0,209,0,15,0,0,0,203,0,97,27,27.835,190,0,0
01/05/2025,235653,Medilodge Of Capital Area,MI,Yes,Yes,11,134,0,10,2,0,0,161,0,99,7,7.071,150,0,0
01/05/2025,235654,The Villages Of Lapeer Nursing & Rehabilitation,MI,Yes,Yes,0,113,0,1,0,0,0,88,0,54,21,38.889,116,5,4.31
01/05/2025,235655,Regency At Westland,MI,Yes,Yes,0,98,0,4,0,0,0,76,0,118,27,22.881,245,5,2.041
01/05/2025,235657,Regency At Canton,MI,Yes,Yes,1,117,0,4,0,0,0,120,0,132,60,45.455,179,12,6.704
01/05/2025,235658,Regency At Bluffs Park,MI,Yes,Yes,0,104,0,3,0,0,0,135,0,60,25,41.667,112,19,16.964
01/05/2025,235659,Riverview Health & Rehab Center,MI,Yes,Yes,0,43,0,7,0,0,0,155,0,127,18,14.173,374,5,1.337
01/05/2025,235663,Notting Hill Of West Bloomfield,MI,Yes,Yes,0,130,0,8,0,0,0,76,0,90,19,21.111,144,15,10.417
01/05/2025,235666,Regency At Grand Blanc,MI,Yes,Yes,4,186,0,16,0,0,0,247,2,133,46,34.586,241,19,7.884
01/05/2025,235702,"Wellbridge Of Novi, Llc",MI,Yes,Yes,0,186,0,13,0,0,0,227,0,87,41,47.126,131,4,3.053
01/05/2025,235703,Oakland Manor Nursing & Rehab Center Llc,MI,Yes,Yes,0,7,0,0,0,0,0,13,0,12,0,0,18,0,0
01/05/2025,235705,Helen Newberry Joy Hltcu Golden Leaves Living Ctr,MI,Yes,Yes,0,16,0,0,0,0,0,75,0,28,1,3.571,35,0,0
01/05/2025,235706,Regency At Lansing West,MI,Yes,Yes,0,208,0,23,0,0,0,271,0,110,57,51.818,185,32,17.297
01/05/2025,235708,Mary Free Bed Sub-Acute Rehabilitation,MI,Yes,Yes,2,42,0,2,0,0,0,190,1,35,4,11.429,115,4,3.478
01/05/2025,235710,Regency At Shelby Township,MI,Yes,Yes,0,179,0,7,0,0,0,168,0,115,18,15.652,173,5,2.89
01/05/2025,235719,Lakeside Manor Nursing And Rehabilitation Center,MI,Yes,Yes,0,16,0,0,0,0,0,36,0,50,0,0,116,0,0
01/05/2025,235722,Mission Point Nsg & Phy Rehab Ctr Of Holly,MI,Yes,Yes,0,136,0,14,0,0,0,147,0,58,30,51.724,130,1,0.769
01/05/2025,235724,Dj Jacobetti Home For Veterans,MI,Yes,Yes,0,125,0,10,0,0,0,213,0,62,1,1.613,221,3,1.357
01/05/2025,235725,Aerius Health Center,MI,Yes,Yes,0,97,0,16,0,0,0,169,0,76,68,89.474,101,73,72.277
01/05/2025,235729,Michigan Veteran Homes At Grand Rapids,MI,Yes,Yes,0,63,0,3,0,0,0,275,0,117,90,76.923,435,37,8.506
01/05/2025,235730,Northville Manor,MI,Yes,Yes,0,19,0,0,0,0,0,21,0,26,14,53.846,11,0,0
01/05/2025,245018,Crest View Lutheran Home,MN,Yes,Yes,0,213,0,30,0,0,0,202,0,77,63,81.818,139,10,7.194
01/05/2025,245024,Interfaith Care Center,MN,Yes,Yes,0,190,0,31,0,0,0,154,0,72,13,18.056,129,1,0.775
01/05/2025,245039,Neilson Place,MN,Yes,Yes,0,71,0,2,0,0,0,162,0,75,34,45.333,132,5,3.788
01/05/2025,245067,The Emeralds At Faribault Llc,MN,Yes,Yes,0,148,0,18,0,0,0,119,0,82,44,53.659,96,10,10.417
01/05/2025,245071,Mount Olivet Careview Home,MN,Yes,Yes,10,256,0,20,0,0,0,291,10,158,137,86.709,398,39,9.799
01/05/2025,245138,Boundary Waters Care Center,MN,Yes,Yes,0,46,0,1,0,0,0,54,0,31,22,70.968,72,0,0
01/05/2025,245153,Madonna Towers Of Rochester Inc,MN,Yes,Yes,0,74,0,2,0,0,0,94,0,62,41,66.129,166,0,0
01/05/2025,245170,Fairview University Trans Serv,MN,Yes,Yes,0,23,0,0,0,0,0,34,0,25,13,52,71,16,22.535
01/05/2025,245182,The Villas At St Louis Park,MN,Yes,Yes,0,161,0,4,0,0,0,99,0,100,7,7,111,0,0
01/05/2025,245183,North Ridge Health And Rehab,MN,Yes,Yes,4,396,0,64,0,0,0,308,3,245,100,40.816,408,8,1.961
01/05/2025,245184,Rochester East Health Services,MN,Yes,Yes,0,85,0,2,0,0,0,64,0,60,52,86.667,101,0,0
01/05/2025,245189,Southview Acres Healthcare Center,MN,Yes,Yes,0,403,0,74,0,0,0,303,0,165,108,65.455,256,0,0
01/05/2025,245201,The Estates At Fridley Llc,MN,Yes,Yes,0,110,0,12,0,0,0,100,0,41,11,26.829,52,0,0
01/05/2025,245203,The Villas At Bryn Mawr Llc,MN,Yes,Yes,17,174,0,9,0,0,0,77,0,92,0,0,88,0,0
01/05/2025,245205,Anoka Rehabilitation And Living Center,MN,Yes,Yes,12,205,0,20,1,0,0,194,3,114,56,49.123,220,22,10
01/05/2025,245207,Good Samaritan Society - Stillwater,MN,Yes,Yes,0,88,0,9,0,0,0,71,0,41,24,58.537,58,0,0
01/05/2025,245212,Essentia Health Oak Crossing,MN,Yes,Yes,1,100,0,5,0,0,0,224,0,76,46,60.526,338,1,0.296
01/05/2025,245213,Ebenezer Ridges Geriatric Care Center,MN,Yes,Yes,0,253,0,11,0,0,0,273,0,118,73,61.864,260,4,1.538
01/05/2025,245215,Ecumen Lakeshore,MN,Yes,Yes,0,165,0,6,0,0,0,182,0,55,37,67.273,226,14,6.195
01/05/2025,245218,Mayo Clinic Health System - Lake City,MN,Yes,Yes,0,125,0,15,0,0,0,176,0,68,47,69.118,176,10,5.682
01/05/2025,245221,Good Samaritan Society - Maplewood,MN,Yes,Yes,0,103,0,2,0,0,0,90,0,63,26,41.27,97,7,7.216
01/05/2025,245222,The Estates At Chateau Llc,MN,Yes,Yes,0,39,0,0,0,0,0,57,0,68,0,0,71,0,0
01/05/2025,245224,Augustana Care Hastings Health And Rehabilitation,MN,Yes,Yes,9,147,0,3,0,0,0,156,1,68,37,54.412,148,21,14.189
01/05/2025,245225,Sleepy Eye Rehabilitati Center,MN,Yes,Yes,0,118,0,6,0,0,0,93,0,53,38,71.698,106,9,8.491
01/05/2025,245227,Bayshore Residence And Rehabilitation Center,MN,Yes,Yes,0,162,0,8,0,0,0,123,0,91,77,84.615,114,10,8.772
01/05/2025,245231,Appleton Area Health,MN,Yes,Yes,1,100,0,3,0,0,0,122,1,37,29,78.378,95,0,0
01/05/2025,245233,Saint Anne Extended Healthcare,MN,Yes,Yes,1,149,0,16,0,0,0,218,1,86,58,67.442,158,11,6.962
01/05/2025,245234,Good Samaritan Society - Waconia And Westview Acre,MN,Yes,Yes,0,115,0,10,0,0,0,181,0,69,41,59.42,113,0,0
01/05/2025,245235,Woodbury Health Care Center,MN,Yes,Yes,1,243,0,35,0,0,0,208,0,115,75,65.217,200,4,2
01/05/2025,245239,Guardian Angels Health & Rehab Center,MN,Yes,Yes,1,114,0,18,0,0,0,153,0,61,42,68.852,126,12,9.524
01/05/2025,245240,Lake Winona Manor,MN,Yes,Yes,0,90,0,13,0,0,0,132,0,60,48,80,271,7,2.583
01/05/2025,245244,Long Prairie Health Care Center,MN,Yes,Yes,0,68,0,14,0,0,0,109,0,45,24,53.333,146,15,10.274
01/05/2025,245245,Heritage Manor,MN,Yes,Yes,0,97,0,21,0,0,0,127,0,55,27,49.091,113,2,1.77
01/05/2025,245250,Trinity Care Center,MN,Yes,Yes,0,100,0,14,0,0,0,172,0,67,49,73.134,214,8,3.738
01/05/2025,245257,St Ottos Care Center,MN,Yes,Yes,2,131,0,9,0,0,0,196,2,83,43,51.807,229,38,16.594
01/05/2025,245264,Apple Valley Village Health Care Center,MN,Yes,Yes,10,330,0,40,4,2,0,346,4,157,101,64.331,346,25,7.225
01/05/2025,245265,St Francis Home,MN,Yes,Yes,0,95,0,2,0,0,0,73,0,36,27,75,88,0,0
01/05/2025,245266,Benedictine Health Center Of Minneapolis,MN,Yes,Yes,0,109,0,2,0,0,0,143,0,85,72,84.706,182,10,5.495
01/05/2025,245272,Martin Luther Care Center,MN,Yes,Yes,6,294,0,34,2,1,0,251,4,139,92,66.187,381,32,8.399
01/05/2025,245273,Franklin Restorative Care Center,MN,Yes,Yes,0,74,0,23,1,0,0,49,0,40,12,30,46,2,4.348
01/05/2025,245275,Edenbrook Of Edina,MN,Yes,Yes,0,136,0,9,0,0,0,107,0,68,38,55.882,129,6,4.651
01/05/2025,245283,The Waterview Pines Llc,MN,Yes,Yes,0,161,0,19,0,0,0,141,0,46,31,67.391,64,4,6.25
01/05/2025,245285,Good Samaritan Society Inver Grove Heights,MN,Yes,Yes,0,52,0,3,0,0,0,61,0,40,18,45,62,0,0
01/05/2025,245286,Pierz Villa Inc,MN,Yes,Yes,0,96,0,5,0,0,0,114,0,38,20,52.632,127,3,2.362
01/05/2025,245289,The Terrace At Crystal Llc,MN,Yes,Yes,1,35,0,11,0,0,0,82,0,63,20,31.746,91,0,0
01/05/2025,245290,Olivia Restorative Care Center,MN,Yes,Yes,0,87,0,1,0,0,0,88,0,37,26,70.27,68,0,0
01/05/2025,245293,Hopkins Health Services,MN,Yes,Yes,0,57,0,2,0,0,0,53,0,40,36,90,67,67,100
01/05/2025,245295,The Emeralds At St Paul Llc,MN,Yes,Yes,0,168,0,7,0,0,0,176,0,96,64,66.667,163,136,83.436
01/05/2025,245298,The Estates At Twin Rivers Llc,MN,Yes,Yes,0,58,0,4,0,0,0,67,0,40,14,35,36,0,0
01/05/2025,245299,Frazee Care Center,MN,Yes,Yes,4,96,0,14,0,0,0,127,3,35,25,71.429,136,8,5.882
01/05/2025,245306,Edenbrook Rochester West,MN,Yes,Yes,0,57,0,3,0,0,0,56,0,24,16,66.667,65,0,0
01/05/2025,245307,Cornerstone Nsg & Rehab Center,MN,Yes,Yes,7,93,0,6,0,0,0,123,4,43,26,60.465,112,2,1.786
01/05/2025,245310,Benedictine Health Center Innsbruck,MN,Yes,Yes,0,225,0,18,0,0,0,208,0,94,46,48.936,200,0,0
01/05/2025,245316,New Richland Care Center,MN,Yes,Yes,0,93,0,9,0,0,0,103,0,39,25,64.103,77,7,9.091
01/05/2025,245317,Good Samaritan Society - Comforcare,MN,Yes,Yes,0,60,0,0,0,0,0,71,0,42,19,45.238,76,19,25
01/05/2025,245318,Good Samaritan Society - International Falls,MN,Yes,Yes,1,60,0,7,0,0,0,105,0,50,31,62,96,0,0
01/05/2025,245319,La Crescent Health Services,MN,Yes,Yes,0,19,0,4,0,0,0,49,0,28,22,78.571,55,6,10.909
01/05/2025,245320,Woodlyn Heights Healthcare Center,MN,Yes,Yes,0,132,0,11,0,0,0,92,0,67,31,46.269,141,66,46.809
01/05/2025,245322,Covenant Living Of Golden Valley Care & Rehab Ctr,MN,Yes,Yes,0,175,0,29,0,0,0,96,0,71,33,46.479,166,26,15.663
01/05/2025,245324,The Estates At Bloomington Llc,MN,Yes,Yes,0,58,0,19,0,0,0,49,0,66,37,56.061,81,0,0
01/05/2025,245325,The Gardens At Foley Llc,MN,Yes,Yes,0,187,0,11,0,0,0,263,0,75,42,56,131,6,4.58
01/05/2025,245326,The Villas At Roseville,MN,Yes,Yes,0,101,0,8,0,0,0,49,0,56,28,50,79,3,3.797
01/05/2025,245330,Country Manor Health & Rehab Ctr,MN,Yes,Yes,1,217,0,10,0,0,0,348,1,116,68,58.621,370,39,10.541
01/05/2025,245339,Mother Of Mercy Senior Living,MN,Yes,Yes,2,90,0,13,0,0,0,190,1,51,3,5.882,139,2,1.439
01/05/2025,245341,Cura Of Sauk Centre,MN,Yes,Yes,0,76,0,6,0,0,0,106,0,46,29,63.043,100,3,3
01/05/2025,245343,Minnesota Masonic Home Care Center,MN,Yes,Yes,0,312,0,33,0,0,0,496,0,150,104,69.333,490,85,17.347
01/05/2025,245350,St Benedicts Care Center,MN,Yes,Yes,0,65,0,22,0,0,0,280,0,63,60,95.238,274,249,90.876
01/05/2025,245359,Pine Haven Care Center Inc,MN,Yes,Yes,2,105,0,5,0,0,0,144,1,54,31,57.407,136,11,8.088
01/05/2025,245360,Glenoaks Senior Living Campus,MN,Yes,Yes,0,96,0,14,0,0,0,106,0,30,24,80,78,0,0
01/05/2025,245361,"Meeker Manor Rehabilitation Center, Llc",MN,Yes,Yes,0,108,0,17,0,0,0,132,0,61,4,6.557,200,1,0.5
01/05/2025,245362,Mapleton Community Home,MN,Yes,Yes,1,95,0,9,0,0,0,115,0,50,5,10,115,10,8.696
01/05/2025,245363,Aicota Health Care Center,MN,Yes,Yes,0,117,0,27,0,0,0,157,0,54,29,53.704,231,7,3.03
01/05/2025,245367,Meadow Manor,MN,Yes,Yes,0,36,0,1,0,0,0,49,0,19,17,89.474,55,3,5.455
01/05/2025,245368,Grand Village,MN,Yes,Yes,0,83,0,4,0,0,0,265,0,62,40,64.516,208,0,0
01/05/2025,245369,St Marks Living,MN,Yes,Yes,0,52,0,1,0,0,0,48,0,33,18,54.545,81,1,1.235
01/05/2025,245370,Ecumen North Branch,MN,Yes,Yes,0,41,0,7,0,0,0,123,0,45,26,57.778,136,2,1.471
01/05/2025,245371,Prairie View Senior Living,MN,Yes,Yes,0,106,0,7,0,0,0,101,0,42,21,50,73,1,1.37
01/05/2025,245372,St Lukes Lutheran Care Center,MN,Yes,Yes,0,75,0,2,0,0,0,213,0,59,30,50.847,147,19,12.925
01/05/2025,245375,Sterling Park Health Care Center,MN,Yes,Yes,0,80,0,7,0,0,0,76,0,40,5,12.5,63,8,12.698
01/05/2025,245376,Zumbrota Care Center,MN,Yes,Yes,0,42,0,3,0,0,0,69,0,33,19,57.576,69,3,4.348
01/05/2025,245378,Valley View Manor Hcc,MN,Yes,Yes,0,72,0,9,0,0,0,84,0,27,15,55.556,57,1,1.754
01/05/2025,245381,Harmony Gardens,MN,Yes,Yes,1,119,0,15,0,0,0,140,1,65,39,60,275,3,1.091
01/05/2025,245384,North Shore Health,MN,Yes,Yes,0,12,0,0,0,0,0,132,0,28,15,53.571,175,42,24
01/05/2025,245390,Pathstone Living,MN,Yes,Yes,0,77,0,4,0,0,0,190,0,65,37,56.923,335,0,0
01/05/2025,245392,Cook Community Hospital C&Nc,MN,Yes,Yes,0,15,0,2,0,0,0,104,0,25,20,80,128,12,9.375
01/05/2025,245396,Cura Of Melrose,MN,Yes,Yes,0,140,0,22,0,0,0,194,0,60,36,60,116,2,1.724
01/05/2025,245397,Havenwood Care Center,MN,Yes,Yes,0,161,0,11,0,0,0,183,0,64,37,57.813,135,18,13.333
01/05/2025,245399,Little Falls Care Center,MN,Yes,Yes,0,118,0,6,0,0,0,150,0,61,25,40.984,128,12,9.375
01/05/2025,245400,Wabasso Restorative Care Center,MN,Yes,Yes,0,111,0,1,0,0,0,57,0,46,17,36.957,55,4,7.273
01/05/2025,245401,Central Health Care Center,MN,Yes,Yes,0,43,0,1,0,0,0,73,0,25,20,80,68,9,13.235
01/05/2025,245403,Good Samaritan Society - Battle Lake,MN,Yes,Yes,0,80,0,10,0,0,0,95,0,48,33,68.75,99,4,4.04
01/05/2025,245405,Heritage Living Center,MN,Yes,Yes,0,94,0,11,0,0,0,140,0,37,10,27.027,103,1,0.971
01/05/2025,245407,St John Lutheran Home,MN,Yes,Yes,0,92,0,8,0,0,0,129,0,49,36,73.469,128,11,8.594
01/05/2025,245409,Edenbrook Of Rochester,MN,Yes,Yes,0,138,0,6,0,0,0,125,0,57,41,71.93,118,0,0
01/05/2025,245412,Cokato Manor,MN,Yes,Yes,1,91,0,13,0,0,0,67,0,52,29,55.769,129,4,3.101
01/05/2025,245416,Cura Of Le Sueur,MN,Yes,Yes,0,43,0,4,0,0,0,114,0,28,16,57.143,70,3,4.286
01/05/2025,245417,The Villas At Robbinsdale,MN,Yes,Yes,0,48,0,1,0,0,0,56,0,81,35,43.21,82,1,1.22
01/05/2025,245418,Belgrade Nursing Home,MN,Yes,Yes,0,53,0,6,0,0,0,107,0,25,21,84,71,5,7.042
01/05/2025,245422,Milaca Elim Meadows Health Care Center,MN,Yes,Yes,0,148,0,35,0,0,0,225,0,59,38,64.407,158,7,4.43
01/05/2025,245423,Chosen Valley Care Center,MN,Yes,Yes,0,131,0,7,0,0,0,176,0,71,47,66.197,180,1,0.556
01/05/2025,245426,Koda Living Community,MN,Yes,Yes,1,67,0,1,0,0,0,165,1,76,52,68.421,162,0,0
01/05/2025,245427,Bethesda,MN,Yes,Yes,0,325,0,23,0,0,0,663,0,227,166,73.128,539,67,12.43
01/05/2025,245429,Tweeten Lutheran Health Care Center,MN,Yes,Yes,0,83,0,6,0,0,0,81,0,29,17,58.621,62,0,0
01/05/2025,245431,Field Crest Care Center,MN,Yes,Yes,0,53,0,2,0,0,0,97,0,27,17,62.963,100,12,12
01/05/2025,245433,Sylvan Court,MN,Yes,Yes,0,75,0,10,0,0,0,158,0,43,28,65.116,189,0,0
01/05/2025,245435,Knute Nelson Care Center,MN,Yes,Yes,0,122,0,12,0,0,0,158,0,68,33,48.529,236,7,2.966
01/05/2025,245438,Edenbrook Of St Cloud,MN,Yes,Yes,6,118,0,12,0,0,0,145,1,66,30,45.455,174,2,1.149
01/05/2025,245439,Catholic Eldercare On Main,MN,Yes,Yes,0,299,0,14,0,0,0,260,0,167,125,74.85,333,46,13.814
01/05/2025,245440,Whispering Creek,MN,Yes,Yes,0,36,0,1,0,0,0,78,0,30,19,63.333,75,5,6.667
01/05/2025,245442,Spring Valley Care Center,MN,Yes,Yes,0,100,0,6,0,0,0,119,0,43,21,48.837,88,5,5.682
01/05/2025,245445,Shakopee Friendship Care Center,MN,Yes,Yes,0,85,0,7,0,0,0,124,0,54,37,68.519,99,8,8.081
01/05/2025,245447,Sacred Heart Care Center,MN,Yes,Yes,3,131,0,18,0,0,0,215,3,54,43,79.63,187,12,6.417
01/05/2025,245448,Park River Estates Care Center,MN,Yes,Yes,0,228,0,29,0,0,0,255,0,86,44,51.163,194,34,17.526
01/05/2025,245450,Three Links Care Center,MN,Yes,Yes,14,141,0,23,0,0,0,159,3,75,33,44,178,20,11.236
01/05/2025,245451,Fairway View Neighborhoods,MN,Yes,Yes,1,72,0,3,0,0,0,101,0,49,29,59.184,159,1,0.629
01/05/2025,245452,Episcopal Church Home Of Minnesota,MN,Yes,Yes,0,222,0,27,0,0,0,250,0,115,98,85.217,307,51,16.612
01/05/2025,245453,Lb Broen Home,MN,Yes,Yes,0,54,0,2,0,0,0,228,0,54,30,55.556,198,12,6.061
01/05/2025,245454,Sandstone Health Care Center,MN,Yes,Yes,0,39,0,7,0,0,0,96,0,42,17,40.476,118,5,4.237
01/05/2025,245455,Good Samaritan Society - Jackson,MN,Yes,Yes,0,66,0,8,0,0,0,96,0,41,23,56.098,88,0,0
01/05/2025,245458,Essentia Health Virginia Care Cent,MN,Yes,Yes,0,62,0,5,0,0,0,64,0,23,18,78.261,115,0,0
